site,provider,product_title,product_url,author,rating,title,body,date,image_urls,downloaded_images
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Alex B.,5,,Fits perfectly with my collection!,2024-12-04,https://images.loox.io/uploads/2024/12/4/D9EZFQ3Rp_orig.jpg | https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-365955d3fa.jpg | tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Milan H.,5,,"It's so cool, the display is crisp and it was pretty easy to install. It would probably buy another lol.",2024-12-04,https://images.loox.io/uploads/2024/12/4/yhtTfLrPk_orig.jpg | https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-3e62ee5613.jpg | tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Arthur E.,1,,Requires specifically wifi 2.4 to work otherwise it won’t function in the slightest. Probably should be a disclaimer warning about this defect.,2026-04-13,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Jose R.,3,,"I knew the cube would be small, but even knowing the dimensions it was a bit smaller than anticipated. I love everything about the cube except the following: I am unable to get the weather to update properly, even when using an ‘API’ key. Some of the gif’s provided wont load even after resizing them to the proper size. Other than these 2 issues, I am very happy with my cube. Hopefully i can figure out these ‘hiccups’ soon.",2026-03-19,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Joshua S.,3,,Way too complicated to set up.,2026-03-13,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Signature GIF Pack,https://www.quboox.com,Juan L.,2,,"I paid for this Gif pack, but it sent me a whole bunch of Gifs that were already accessible from purchasing the Qboox and on top of that, most of them won’t load, which is very disappointing to say the least. On the other hand, the ones that do load are very detailed Bartley colored and have smooth movements and are a delight to watch.",2026-02-10,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/20250420_1410_Vibrant_GIF_Text_remix_01jsa67brffx9vx3zgm87skahs_x50.png?v=1745172713,tools\competitor_crawler\output_complete\images\review-quboox-signature-gif-pack-b6007c04f7.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Juan L.,4,,"I enjoy the Gifs that load onto the cube, I even purchased a $9.99 GIF pack with over 400 images. The only problem is about 3/4 of the ones I try will not load but the ones that do have very nice imaging smooth movements and very bright colors which is very enjoyable.",2026-02-10,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Justin E.,5,,Cool desk accessory.,2026-01-30,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,James M.,5,,Absolutely amazing product!,2026-01-29,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Steven R.,1,,Unable to get it to connect to anything,2026-01-09,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ RGB Lights,https://www.quboox.com,Steven R.,1,,Very small and cheaply made.,2026-01-09,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/817TUsLhxBL._AC_SL1500_x50.png?v=1745511381,tools\competitor_crawler\output_complete\images\review-quboox-rgb-lights-fe8f3efc22.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Chetan B.,5,,"Bought this as a birthday gift for my friend and hes alreadying tinkering with it, taking one unit apart to learn more about it and have fun with it. He was super grateful and enjoyed the gift.",2025-12-26,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Christopher M.,5,,Very cool. Only wish you could have more storage available for your custom qifs,2025-12-13,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Roberto R.,5,,"Increíble, muchas gracias",2025-11-25,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Joshua K.,4,,Smaller than I expected,2025-11-21,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Signature GIF Pack,https://www.quboox.com,Colt R.,3,,"Cool gifs, horrible software solution to have to download them from a pdf instead of just using a shareable zip folder.",2025-07-01,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/20250420_1410_Vibrant_GIF_Text_remix_01jsa67brffx9vx3zgm87skahs_x50.png?v=1745172713,tools\competitor_crawler\output_complete\images\review-quboox-signature-gif-pack-b6007c04f7.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Joel R.,3,,I wish the product was a little more user-friend,2025-06-30,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Joshua M.,5,,"This is so awesome, and for how small it is, it has really surprising clarity!",2025-06-26,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ RGB Wiring Kit,https://www.quboox.com,Allison K.,5,,This is a really cool USB cable! I like it,2025-05-31,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/RGB-66W-6A-Fast-Charging-USB-Type-C-Cable-Colorful-Streamer-Glowing-Line-for-Samsung-Xiaomi_jpg_x50.png?v=1729717476,tools\competitor_crawler\output_complete\images\review-quboox-rgb-wiring-kit-93a1ef4fea.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Allison K.,5,,"Love this! Its super cute, very clear, and while it was a little confusing at first, once you figure it out, it is very easy and fun to use!",2025-05-28,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Al G.,4,,"Its a good Product but the cube has a small percentage of storage,so you cant fit to many gifs or pics in it even if you make the space its not told on site before you buy.Hopefully that can be fixed soon or at least upgraded but definitely cool product.",2025-05-19,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Emma H.,5,,It's exactly what i ordered and my husband loves it!,2025-05-14,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Devin W.,4,,"It would be nice if they where just a little bigger, but other than that awsome product.",2025-05-11,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Quboox™ RGB Wiring Kit,https://www.quboox.com,Scott J.,5,,Nice. As advertised,2025-04-30,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/RGB-66W-6A-Fast-Charging-USB-Type-C-Cable-Colorful-Streamer-Glowing-Line-for-Samsung-Xiaomi_jpg_x50.png?v=1729717476,tools\competitor_crawler\output_complete\images\review-quboox-rgb-wiring-kit-93a1ef4fea.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Jose L L.,5,,It should be little bit more bigger for my pc case,2025-04-11,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Elijah A.,3,,Smaller than i thought it would be and a pain to set it up,2025-03-10,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Muhammad R.,5,,It was great I love it so much ❤️😀,2025-02-18,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,William L.,2,,It's way too buggy to change the images and upload them. The site doesn't work half the time.,2025-02-09,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Kai O.,2,,Expensive markup of a much cheaper existing product also came damaged,2025-01-31,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Nicholas C.,5,,"It’s really cool, just confusing with getting the gifs uploaded. Customer support was very helpful though!",2025-01-24,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,John Massi E.,1,,"Incredibly small, not easy to view. Not worth the $$$.",2025-01-22,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Clay H.,4,,"Small internal memory makes it hard to add good gifs, but it's neat nonetheless.",2025-01-20,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Jorge M.,2,,Barely works. Not easy to add gifs,2025-01-10,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Dayvon C.,5,,Hard to use but once you figure it out it’s fun,2025-01-07,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Nola L.,3,,Its just what I expected except it only has space for a few images that you can rotate and redownload which is a tricky process,2025-01-05,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Jason B.,1,,Definitely not worth the price whatsoever,2025-01-03,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Jason B.,1,,Definitely not worth the price whatsoever,2025-01-03,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Jerrod W.,5,,"Took a bit of time to get it running but that was my fault, once setup it was amazing",2024-12-31,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Gustavo K.,4,,really cool! Would love it even more of it it had more storage on it though,2024-12-29,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Michael B.,5,,Exactly as it says and does what it shows. Love it.,2024-12-24,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Stephen R.,5,,Love it. It’s a really cool desk feature.,2024-12-22,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Alex E.,5,,"Good product, complicated to set up but it works and looks great",2024-12-17,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Jose A S.,5,,Great fun gadget!,2024-12-15,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Jose A S.,5,,Great fun gadget!,2024-12-15,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Jeffrey,2,,"I was really disappointed to receive a product that didn’t work correctly. After receiving two of the same product, both of which didn’t function properly, they offered to send a replacement. However, I didn’t want to go through the lengthy process again, so I opted for a substitute product instead. The customer service was great, but I was very disappointed with the product itself. While the idea and quality were good, the functionality didn’t work as expected, and I had to pay for return shipp...",2024-11-29,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Clint,2,,The gif requirements are too small. Not worth the price should be like 20 bucks,2024-11-25,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Cayleb,5,,As advertised,2024-11-19,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Christopher,1,,"Neat idea, however, I only got as far in the setup where you connect the device to the wifi through the app and then the connection drops and I can't access the app anymore and the cube just automatically displays weather information that isn't even the location I input. Because I can't access the app anymore, I can't change the actual product's display. It just perpetually shows wrong information. I bought two separate cubes and ran into the same problem on both. You'd you lose access to the ap...",2024-11-09,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Mark,5,,As described. Easy to install. Works on my Mac,2024-11-03,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Danny,3,,"Price point could be better considering the size and quality of LCD screen. Does the job, mildly entertaining, not enough storage to fit in a good amount of GIF’s",2024-10-24,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Harrison,4,,Its alright for a little display i use it in my car but the 2mb memory is kinda lacking might be due to the size of it i wouldnt mind having a slightly larger version of this with enough memory to add replaying videos instead of downgraded gifs,2024-10-21,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Alexys,1,,I bought 2 and they both stopped working. Feels like I got scammed,2024-10-16,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Quboox™ Cyber Cube,https://www.quboox.com,Ian,5,,Love it,2024-10-10,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Snapshot_x50.png?v=1727841265,tools\competitor_crawler\output_complete\images\review-quboox-cyber-cube-51910c8cc9.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Daniel,1,,Fake silver … I got scammed,2024-08-02,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Daniel,1,,Fake silver… I got scammed,2024-08-02,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Okus,1,,Absolute piece of rubbish. What I received wasn’t even the item photographed,2024-07-25,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Edwin,5,,Good,2024-04-15,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Kevin,1,,"Literally does nothing, package came late and probably going to request a refund for the pants if I even can",2024-04-02,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Shai,5,,"Really nice, but a bit too thick I think",2024-04-01,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Matthew,5,,Awesome design! Fits well and is very comfortable for a full metal bracelet,2024-03-27,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Hariclia,1,,Not silver I have allergy so waste of money.,2024-03-23,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Robert,1,,"Stamped .999 like maybe it was supposed to be silver but I doubt it.... Nordic? It's got freaking elephants stamped on it, so Norwegian elephants? Really?",2024-03-22,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Becky,1,,Cheap looking,2024-03-21,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Nordic Silver Viking Bracelet,https://www.quboox.com,Will,1,,Not as described - not Nordic design.,2024-03-20,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/Real-Solid-S999-Sterling-Silver-Simple-Personality-Fashion-Carved-Pattern-Mobius-Ring-Open-Bracelet-Bangle-Men_jpg_f798f069-114a-428d-96dc-06a6abef16de_x50.jpg?v=1714255365,
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,John,3,,I mistakenly ordered 2 of the same thing. I have contacted then twice about returning an item. Have gotten no response even though website says they will respond in 24 hours.,2024-03-20,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
https://www.quboox.com,Loox,Shipping Protection,https://www.quboox.com,Jane,5,,Loved the product! It’s well made and fits very well!,2024-03-15,https://cdn.shopify.com/s/files/1/0683/7347/9706/files/cxvxvxc_x50.png?v=1729708661,tools\competitor_crawler\output_complete\images\review-shipping-protection-1d10548108.png
